failed_feasible_cases,counterfactual_field_one_step_success,scalar_random_sign_one_step_success,scalar_global_sign_one_step_success,signed_margin_projection_success,no_repair_success,field_minus_random_success,repair_sign_positive_fraction,repair_sign_entropy_bits,mean_field_l2,mean_initial_margin,mean_failure_score,seed,requested_cases,stable_error_radius,global_scalar_sign_guess,half_width,normal_force,friction_coeff,weight,finger_y_limit,stress_index
3000,1.0,0.505,0.5006666666666667,1.0,0.0,0.495,0.49933333333333335,0.9999987176040283,0.3416587110584791,-0.48317838288181186,0.93921543523186,20012,3000,0.5473906475026151,-1,0.5320568006713009,1.1957668886704396,0.8478482450477574,0.797428893480896,0.7853673703205689,12
3000,1.0,0.48333333333333334,0.5036666666666667,1.0,0.0,0.5166666666666666,0.49633333333333335,0.9999612071856421,0.44982006722930007,-0.6361416397032539,0.9600021873225426,20013,3000,0.0557883247501949,-1,0.4921317830494764,0.7695635589401099,0.6422903255120238,0.901328316828458,1.0924768445350095,13
3000,1.0,0.485,0.507,1.0,0.0,0.515,0.507,0.9998586112670831,0.3054952924513073,-0.43203558582577284,0.9322893119347988,20014,3000,0.7112661676562447,1,0.5179939753228471,1.059686560726486,0.93934229189082,0.5357435131701521,1.0008944776397637,14
3000,1.0,0.506,0.5066666666666667,1.0,0.0,0.494,0.5066666666666667,0.999871756640849,0.4389162503485372,-0.6207213139888441,0.9575306570086424,20015,3000,0.1036930145797737,1,0.40217710978690113,0.8435537605506855,0.7312251319701816,1.016162603135387,0.9285613707011944,15
3000,1.0,0.5156666666666667,0.5086666666666667,1.0,0.0,0.4843333333333333,0.5086666666666667,0.9997832642913678,0.3417461138984323,-0.48330198916346234,0.9421454247193196,20016,3000,0.48916826675236696,1,0.5322305391295951,0.7392813284813725,0.7911728518013086,0.4903318624145961,0.9034406771137131,16
3000,1.0,0.49266666666666664,0.514,1.0,0.0,0.5073333333333334,0.514,0.9994343896240241,0.37841351004123014,-0.535157518085516,0.9485976097989147,20017,3000,0.36017090850159716,1,0.5989033577441025,1.0714529060025537,0.6635262597168303,0.7775196231747357,0.8841306777029162,17
3000,1.0,0.49566666666666664,0.5003333333333333,1.0,0.0,0.5043333333333333,0.5003333333333333,0.9999996794010783,0.4195546468534262,-0.5933398717367687,0.9508823379394181,20018,3000,0.18601820331386293,1,0.5602303083156766,0.8399311121283868,0.6347581072875199,0.7874164413965854,1.0500271525015912,18
3000,1.0,0.4866666666666667,0.511,1.0,0.0,0.5133333333333333,0.511,0.9996508396313202,0.35227721416629976,-0.49819521398899497,0.9395514035901015,20019,3000,0.4755165245557465,1,0.5478631956675388,0.7516380932112591,0.7945488350847827,0.5420438928182976,1.0013183316855847,19
3000,1.0,0.5003333333333333,0.5003333333333333,1.0,0.0,0.4996666666666667,0.49966666666666665,0.9999996794010784,0.2920131749063502,-0.41296899234418677,0.9301483368774122,20020,3000,0.7888022667618579,-1,0.6495756301297895,0.7513283033395988,0.936243440505211,0.4944883165958358,1.1909267500665974,20
3000,1.0,0.51,0.5136666666666667,1.0,0.0,0.49,0.48633333333333334,0.9994610061260809,0.4350656681505757,-0.615275768421457,0.9556111742806843,20021,3000,0.11866843031341077,-1,0.5804670557235379,1.2006498682860465,0.5199904635633863,1.0031967674774664,0.9287343243252819,21
3000,1.0,0.5006666666666667,0.507,1.0,0.0,0.4993333333333333,0.507,0.9998586112670831,0.2998491938857528,-0.42405079665987144,0.9326696827788724,20022,3000,0.7175033243337063,1,0.64096341982451,0.9969857884832816,0.8614918107849739,0.601750492641344,1.0003943481658957,22
3000,1.0,0.495,0.5033333333333333,1.0,0.0,0.505,0.49666666666666665,0.9999679398727177,0.4420372717354842,-0.625135104762723,0.9589411297843108,20023,3000,0.1315529022374186,-1,0.6006717557926731,0.8058522749387247,0.7847806979172682,1.0883452085603698,1.135668190727001,23
3000,1.0,0.487,0.5123333333333333,1.0,0.0,0.513,0.5123333333333333,0.999561055590136,0.3670103544033092,-0.5190310207285174,0.9416893460338023,20024,3000,0.40886413873385535,1,0.4113597474959896,0.7116086943558333,0.770829382657595,0.38976622500390845,1.0941235018133646,24
3000,1.0,0.499,0.505,1.0,0.0,0.501,0.495,0.9999278640456615,0.32604577479493096,-0.46109835666943694,0.9353845994743805,20025,3000,0.6174194077708401,-1,0.5373836609049729,0.8046137724074667,0.9480536192300809,0.601184307822933,1.0087826414556667,25
3000,1.0,0.5073333333333333,0.505,1.0,0.0,0.4926666666666667,0.505,0.9999278640456615,0.3860256124079941,-0.5459226564907664,0.9485152813875837,20026,3000,0.3214074618721659,1,0.5752226179924215,1.2492153671249857,0.6351489685530296,0.8888726561345641,0.9250401297216289,26
3000,1.0,0.49466666666666664,0.5076666666666667,1.0,0.0,0.5053333333333334,0.5076666666666667,0.9998303965366633,0.36419512901492324,-0.5150496908031226,0.9449115216375193,20027,3000,0.42743674660323633,1,0.43736955426388874,1.1128605565671432,0.7847880862151497,0.6591322886535969,0.7860790077166482,27
3000,1.0,0.49433333333333335,0.5036666666666667,1.0,0.0,0.5056666666666667,0.5036666666666667,0.9999612071856423,0.4122910922499544,-0.5830676543055022,0.9503243572006977,20028,3000,0.24070223973362267,1,0.479472113041137,0.8399069467044162,0.527244816806941,0.46402720048477364,1.0563556768593934,28
3000,1.0,0.501,0.5,1.0,0.0,0.499,0.5,1.0,0.3647124443466959,-0.51578128516134,0.9434979610859873,20029,3000,0.46438808695696604,1,0.42247743580058167,0.9774590955143733,0.821772009243996,0.5320719539227549,1.1812694637839898,29
