failed_feasible_cases,counterfactual_field_one_step_success,scalar_random_sign_one_step_success,scalar_global_sign_one_step_success,signed_margin_projection_success,no_repair_success,field_minus_random_success,repair_sign_positive_fraction,repair_sign_entropy_bits,mean_field_l2,mean_initial_margin,mean_failure_score,seed,requested_cases,stable_error_radius,global_scalar_sign_guess,half_width,normal_force,friction_coeff,weight,finger_y_limit,stress_index
3000,1.0,0.5113333333333333,0.5263333333333333,1.0,0.0,0.4886666666666667,0.5263333333333333,0.9979982162608082,0.3229563706115807,-0.45672927937368907,0.9345804562319056,20000,3000,0.6453483178200744,1,0.5811663267140037,1.195383227571095,0.932549298690438,0.9021103806472253,1.068142165700806,0
3000,1.0,0.49666666666666665,0.5053333333333333,1.0,0.0,0.5033333333333334,0.5053333333333333,0.9999179251256942,0.43661897899849117,-0.6174724816891606,0.955907479542023,20001,3000,0.17742121664170016,1,0.4925160260872853,1.2360937555474276,0.5097127468175254,0.8148219908057903,1.0397517713309359,1
3000,1.0,0.5016666666666667,0.5046666666666667,1.0,0.0,0.4983333333333333,0.49533333333333335,0.9999371617036594,0.309525213896573,-0.4377347553889675,0.9316512757037446,20002,3000,0.745296609804914,-1,0.7331627943222199,1.1699661282547147,0.7791555056161032,0.6338420786506486,1.0299309202817102,2
3000,1.0,0.49733333333333335,0.5106666666666667,1.0,0.0,0.5026666666666666,0.48933333333333334,0.9996716818222864,0.44387663719697956,-0.6277363603445288,0.95554324399472,20003,3000,0.08197579124891223,-1,0.6993335640512445,0.7031970178622393,0.5335992597824292,0.6680221516127602,0.9511705072455883,3
3000,1.0,0.49366666666666664,0.503,1.0,0.0,0.5063333333333333,0.497,0.9999740313334508,0.3279185991662113,-0.46374693029524533,0.9337765627279675,20004,3000,0.5875040159249884,-1,0.5926725223173082,1.1160182620935097,0.9489930506340554,1.0119013243392987,1.0738891120124803,4
3000,1.0,0.492,0.505,1.0,0.0,0.508,0.495,0.9999278640456615,0.3379935444436016,-0.4779950545466955,0.9403001228488107,20005,3000,0.5408453607788855,-1,0.670023792543905,1.0460981244810867,0.6759105670926828,0.5697237817718329,0.9186725478017478,5
3000,1.0,0.491,0.5046666666666667,1.0,0.0,0.509,0.49533333333333335,0.9999371617036594,0.4363346917510282,-0.6170704388081865,0.9566500978371848,20006,3000,0.13589180846506901,-1,0.4452823461765962,0.8110868013846823,0.8493766790756976,1.1303079701915513,1.0354092429704003,6
3000,1.0,0.49733333333333335,0.5146666666666667,1.0,0.0,0.5026666666666666,0.5146666666666667,0.9993792314928372,0.39841758654741294,-0.5634475543833084,0.9496430214612992,20007,3000,0.33839161121813577,1,0.4526167773056461,0.8872368033589016,0.7218168354460837,0.6175166808737476,1.147694021664218,7
3000,1.0,0.5133333333333333,0.5076666666666667,1.0,0.0,0.4866666666666667,0.5076666666666667,0.9998303965366633,0.3897383668182456,-0.5511732841315046,0.9465700243521755,20008,3000,0.3143009624738912,1,0.40792182365059726,1.000733541971948,0.6874151360128188,0.6047804492388701,1.1592490894989402,8
3000,1.0,0.49733333333333335,0.512,1.0,0.0,0.5026666666666666,0.512,0.9995844639313987,0.3942960009443797,-0.5576187521250153,0.9470160878256705,20009,3000,0.3277064311978516,1,0.4588336839538884,0.7030451639666331,0.7465808062369742,0.5476338343275864,0.9981222714225548,9
3000,1.0,0.49633333333333335,0.509,1.0,0.0,0.5036666666666667,0.509,0.999766270781044,0.3902706516012394,-0.5519260484906579,0.9473283895647016,20010,3000,0.2881805566466532,1,0.5704070796468385,0.8800943770742911,0.6145062800506007,0.6370065463227848,0.9500666676077374,10
3000,1.0,0.501,0.5046666666666667,1.0,0.0,0.499,0.5046666666666667,0.9999371617036594,0.3942232013293936,-0.5575157979221669,0.9507165134032001,20011,3000,0.3273629927193325,1,0.4095192657505713,1.0290864213661763,0.8600138234031992,0.9474222678937105,0.912239872559237,11
