suite,baseline,n,success,positive_success,negative_success,balanced_success,worst_group_success,field_infeasible_rate,mean_effort,mean_post_margin,mean_disagreement,clipped_rate
biased_scalar_grid,scalar_random_sign,9000.0,0.508,0.5022571719819426,0.5264885138302859,0.5143728429061143,0.5022571719819426,0.0,0.17522657173631412,-0.3622847959894248,0.19526263839251376,0.0077777777777777776
biased_scalar_grid,scalar_global_sign,9000.0,0.763,1.0,0.0,0.5,0.0,0.0,0.17526055918901165,-0.17655632762269763,0.09500703705531689,0.008333333333333333
biased_scalar_grid,scalar_prior_sample,9000.0,0.6905555555555556,0.7942332896461337,0.35677449601500233,0.575503892830568,0.35677449601500233,0.0,0.17525493370297576,-0.23199728282928755,0.12448540196810895,0.0074444444444444445
biased_scalar_grid,signed_margin,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17524293686890072,-1.342290476300276e-18,0.0,0.0071111111111111115
biased_scalar_grid,counterfactual_field,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17524293686890072,-1.342290476300276e-18,0.0,0.0071111111111111115
large_seed_stress,no_repair,6000.0,0.0,0.0,0.0,0.0,0.0,0.03949999999999998,0.0,-0.37260443311092556,0.23531294586258536,0.0
large_seed_stress,scalar_random_sign,6000.0,0.4688333333333333,0.4710705083157648,0.463316002310803,0.46719325531328393,0.463316002310803,0.03949999999999998,0.2232949716159686,-0.3827932472215521,0.23031503240724688,0.21216666666666667
large_seed_stress,scalar_global_sign,6000.0,0.6831666666666667,0.9601780276411338,0.0,0.4800890138205669,0.0,0.03949999999999998,0.2259069382258535,-0.22178825139343022,0.134363449353674,0.21633333333333332
large_seed_stress,scalar_prior_sample,6000.0,0.6155,0.7240571562426797,0.34777585210860773,0.5359165041756437,0.34777585210860773,0.03949999999999998,0.22430856309549607,-0.2751381237540226,0.1665963654193043,0.21433333333333332
large_seed_stress,uniform_signed,6000.0,0.6335,0.6298899039587725,0.6424032351242056,0.6361465695414891,0.6298899039587725,0.03949999999999998,0.6323414572344637,-0.13720383472415346,0.5301365094695054,0.4523333333333333
large_seed_stress,nearest_contact,6000.0,0.7941666666666667,0.7910517685640666,0.8018486424032352,0.7964502054836509,0.7910517685640666,0.03949999999999998,0.24026997574610023,-0.05464428830441683,0.17471430485805745,0.20583333333333334
large_seed_stress,noisy_signed_margin,6000.0,0.6018333333333333,0.5680487233544156,0.6851530906990179,0.6266009070267167,0.5680487233544156,0.03949999999999998,0.22590605610808492,-0.008950096730196982,0.016072903442213682,0.21566666666666667
large_seed_stress,signed_margin,6000.0,0.9605,0.9601780276411338,0.9612940496822646,0.9607360386616992,0.9601780276411338,0.03949999999999998,0.2254506126633932,-0.008551812057590091,0.0,0.21433333333333332
large_seed_stress,counterfactual_field,6000.0,0.9605,0.9601780276411338,0.9612940496822646,0.9607360386616992,0.9601780276411338,0.03949999999999998,0.2254506126633932,-0.008551812057590091,0.0,0.21433333333333332
