suite,baseline,n,success,positive_success,negative_success,balanced_success,worst_group_success,field_infeasible_rate,mean_effort,mean_post_margin,mean_disagreement,clipped_rate
linear_contact_grid,no_repair,6720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37331844754167803,0.22270875925835285,0.0
linear_contact_grid,scalar_random_sign,6720.0,0.48913690476190474,0.4852941176470588,0.49291617473435656,0.48910514619070766,0.4852941176470588,0.0,0.201466852261791,-0.38096292219131195,0.2264927838962369,0.022767857142857142
linear_contact_grid,scalar_global_sign,6720.0,0.49583333333333335,1.0,0.0,0.5,0.0,0.0,0.2015621122347643,-0.37759965594391964,0.22623822510353556,0.02023809523809524
linear_contact_grid,scalar_prior_sample,6720.0,0.502827380952381,0.5006002400960384,0.5050177095631642,0.5028089748296013,0.5006002400960384,0.0,0.20136610479071193,-0.3704694880613336,0.22056842560651227,0.021279761904761905
linear_contact_grid,uniform_signed,6720.0,0.7766369047619047,0.7773109243697479,0.775974025974026,0.776642475171887,0.775974025974026,0.0,0.7090284779805663,-0.09188380092568749,0.6177417992998196,0.29270833333333335
linear_contact_grid,nearest_contact,6720.0,0.9160714285714285,0.918967587034814,0.9132231404958677,0.9160953637653408,0.9132231404958677,0.0,0.26070938828462875,-0.012296339206954447,0.187205255883095,0.08392857142857142
linear_contact_grid,noisy_signed_margin,6720.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2013060094395397,-1.364029590336525e-18,0.0,0.023214285714285715
linear_contact_grid,signed_margin,6720.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2013060094395397,-1.364029590336525e-18,0.0,0.023214285714285715
linear_contact_grid,counterfactual_field,6720.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2013060094395397,-1.364029590336525e-18,0.0,0.023214285714285715
mask_limit_grid,no_repair,11520.0,0.0,0.0,0.0,0.0,0.0,0.06467013888888884,0.0,-0.37494825979405993,0.22138119013967417,0.0
mask_limit_grid,uniform_signed,11520.0,0.35963541666666665,0.3625408848338785,0.3566800910523551,0.3596104879431168,0.3566800910523551,0.06467013888888884,0.5748606330812573,-0.2252630786839011,0.5035340869559832,0.7808159722222222
mask_limit_grid,nearest_contact,11520.0,0.5717013888888889,0.5758306076777414,0.5675013132551217,0.5716659604664316,0.5675013132551217,0.06467013888888884,0.17385930540294667,-0.12722834560653037,0.18576196866728392,0.4282986111111111
mask_limit_grid,signed_margin,11520.0,0.9353298611111112,0.9323463590979515,0.9383645596217826,0.935355459359867,0.9323463590979515,0.06467013888888884,0.20979741289351395,-0.015592014371314515,0.0,0.5403645833333334
mask_limit_grid,counterfactual_field,11520.0,0.9353298611111112,0.9323463590979515,0.9383645596217826,0.935355459359867,0.9323463590979515,0.06467013888888884,0.20979741289351395,-0.015592014371314515,0.0,0.5403645833333334
noise_mismatch_grid,scalar_random_sign,9000.0,0.5025555555555555,0.4991019308486753,0.5059392872855257,0.5025206090671005,0.4991019308486753,0.0,0.17716861222632901,-0.36801786094993216,0.1996450104565172,0.0071111111111111115
noise_mismatch_grid,noisy_signed_margin,9000.0,0.5497777777777778,0.5502918724741805,0.5492740871095468,0.5497829797918636,0.5492740871095468,0.0,0.1783376153063846,-0.014092721786414148,0.03803473411153027,0.011666666666666667
noise_mismatch_grid,signed_margin,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17722014388578083,1.976813774402015e-18,0.0,0.008666666666666666
noise_mismatch_grid,counterfactual_field,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.17722014388578083,1.976813774402015e-18,0.0,0.008666666666666666
